date,n_valid_pixels,n_fire_pixels_label,conf_max,conf_mean,conf_p90,t21_max,t21_mean,t21_p90,n_conf_ge_30,n_conf_ge_50,n_conf_ge_60,n_conf_ge_70,n_conf_ge_80,n_t21_ge_325,n_t21_ge_350,n_t21_ge_375,n_both_conf60_t21325,n_both_conf70_t21350
2016-01-28,1217568,15,33.0,28.733333587646484,33.0,305.5,305.3933410644531,305.5,11,0,0,0,0,0,0,0,0,0
2016-01-29,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-01-30,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-01-31,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-01,1217568,13,82.0,78.76923370361328,82.0,328.8999938964844,325.76153564453125,328.8999938964844,13,13,13,13,7,7,0,0,7,0
2016-02-02,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-03,1217568,13,76.0,61.38461685180664,75.5999984741211,322.8999938964844,316.7615661621094,322.5400085449219,13,7,7,7,0,0,0,0,0,0
2016-02-04,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-05,1217568,10,97.0,97.0,97.0,354.0,354.0,354.0,10,10,10,10,10,10,10,0,10,10
2016-02-06,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-07,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-08,1217568,75,93.0,66.68000030517578,93.0,323.79998779296875,316.42266845703125,323.79998779296875,75,75,44,30,10,0,0,0,0,0
2016-02-09,1217568,27,60.0,60.0,60.0,314.20001220703125,314.20001220703125,314.20001220703125,27,27,27,0,0,0,0,0,0,0
2016-02-10,1217568,14,100.0,100.0,100.0,334.5,331.5214538574219,334.5,14,14,14,14,14,11,0,0,11,0
2016-02-11,1217568,18,79.0,75.33333587646484,79.0,326.0,323.8500061035156,326.0,18,18,15,15,0,15,0,0,15,0
2016-02-12,1217568,50,81.0,70.07499694824219,81.0,327.70001220703125,319.8380126953125,327.70001220703125,40,40,28,28,15,15,0,0,15,0
2016-02-13,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-14,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-15,1217568,47,100.0,72.38298034667969,100.0,399.20001220703125,335.1680603027344,399.20001220703125,47,42,42,32,10,10,10,10,10,10
2016-02-16,1217568,38,84.0,65.9473648071289,84.0,331.8999938964844,325.9473571777344,331.8999938964844,38,38,24,10,6,24,0,0,24,0
2016-02-17,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-18,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-19,1217568,89,69.0,53.60674285888672,69.0,318.29998779296875,313.3067626953125,318.29998779296875,81,74,30,0,0,0,0,0,0,0
2016-02-20,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-21,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-22,1217568,21,86.0,69.71428680419922,86.0,333.70001220703125,323.37615966796875,333.70001220703125,21,21,11,11,11,11,0,0,11,0
2016-02-23,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-24,1217568,44,82.0,60.522727966308594,82.0,348.1000061035156,323.2068176269531,348.1000061035156,44,31,24,14,12,14,0,0,14,0
2016-02-25,1217568,65,90.0,68.86154174804688,90.0,335.6000061035156,316.3153991699219,335.6000061035156,65,47,47,36,21,21,0,0,21,0
2016-02-26,1217568,25,93.0,76.19999694824219,93.0,346.20001220703125,336.0560302734375,346.20001220703125,25,21,16,16,16,16,0,0,16,0
2016-02-27,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-28,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-02-29,1217568,66,81.0,61.10606002807617,78.0,327.8999938964844,317.51666259765625,325.25,66,43,36,28,7,7,0,0,7,0
2016-03-01,1217568,144,87.0,67.13888549804688,81.69999694824219,335.3999938964844,319.19720458984375,328.5999755859375,144,144,105,47,40,42,0,0,42,0
2016-03-02,1217568,139,87.0,56.68345260620117,87.0,336.1000061035156,317.32086181640625,336.1000061035156,132,98,49,34,30,30,0,0,30,0
2016-03-03,1217568,11,62.0,61.6363639831543,62.0,314.79998779296875,314.5818176269531,314.79998779296875,11,11,11,0,0,0,0,0,0,0
2016-03-04,1217568,6,75.0,75.0,75.0,322.6000061035156,322.6000061035156,322.6000061035156,6,6,6,6,0,0,0,0,0,0
2016-03-05,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-06,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-07,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-08,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-09,1217568,7,39.0,39.0,39.0,312.8999938964844,312.8999938964844,312.8999938964844,7,0,0,0,0,0,0,0,0,0
2016-03-10,1217568,63,84.0,59.06349182128906,83.0,331.20001220703125,318.29364013671875,330.0,59,48,36,16,16,16,0,0,16,0
2016-03-11,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-12,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-13,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-14,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-15,1217568,51,86.0,74.54901885986328,82.0,333.6000061035156,324.7431335449219,332.3999938964844,51,51,44,44,20,20,0,0,20,0
2016-03-16,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-17,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-18,1217568,17,94.0,78.35294342041016,94.0,347.79998779296875,333.5940856933594,347.79998779296875,17,17,10,10,10,10,0,0,10,0
2016-03-19,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-20,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-21,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-22,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-23,1217568,6,20.0,20.0,20.0,310.1000061035156,310.1000061035156,310.1000061035156,0,0,0,0,0,0,0,0,0,0
2016-03-24,1217568,115,100.0,69.86087036132812,94.59999084472656,394.20001220703125,329.0791931152344,348.8999938964844,115,88,88,66,44,44,12,11,44,12
2016-03-25,1217568,12,66.0,60.5,66.0,320.8999938964844,318.0999450683594,320.8999938964844,12,12,6,0,0,0,0,0,0,0
2016-03-26,1217568,50,83.0,52.7599983215332,83.0,329.70001220703125,315.718017578125,329.70001220703125,50,14,14,10,10,10,0,0,10,0
2016-03-27,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-28,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-03-29,1217568,124,97.0,67.32786560058594,85.0,353.79998779296875,322.80560302734375,333.0,122,97,78,70,23,44,9,0,30,9
2016-03-30,1217568,12,63.0,63.0,63.0,315.3999938964844,315.39996337890625,315.3999938964844,12,12,12,0,0,0,0,0,0,0
2016-03-31,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-01,1217568,96,100.0,64.51041412353516,97.0,361.6000061035156,327.8125,354.5,96,44,44,44,39,39,18,0,39,18
2016-04-02,1217568,45,75.0,62.13333511352539,75.0,322.70001220703125,318.6955871582031,322.70001220703125,38,38,38,21,0,0,0,0,0,0
2016-04-03,1217568,8,78.0,78.0,78.0,325.20001220703125,325.20001220703125,325.20001220703125,8,8,8,8,0,8,0,0,8,0
2016-04-04,1217568,16,90.0,73.125,90.0,340.79998779296875,328.5374755859375,340.79998779296875,16,16,16,7,7,7,0,0,7,0
2016-04-05,1217568,56,97.0,73.46428680419922,95.0,353.5,326.0124816894531,349.3999938964844,53,53,47,40,25,25,5,0,25,5
2016-04-06,1217568,51,87.0,69.62744903564453,78.0,369.70001220703125,333.7745361328125,338.8999938964844,51,45,45,35,3,44,2,0,44,2
2016-04-07,1217568,96,96.0,66.97916412353516,96.0,350.79998779296875,323.9281311035156,350.79998779296875,96,92,78,31,24,30,12,0,24,12
2016-04-08,1217568,22,69.0,52.59090805053711,69.0,318.0,313.3636169433594,318.0,22,15,7,0,0,0,0,0,0,0
2016-04-09,1217568,14,84.0,70.92857360839844,84.0,332.0,323.6214294433594,332.0,14,11,11,11,5,5,0,0,5,0
2016-04-10,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-11,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-12,1217568,9,,,,315.20001220703125,315.20001220703125,315.20001220703125,0,0,0,0,0,0,0,0,0,0
2016-04-13,1217568,6,68.0,68.0,68.0,317.5,317.5,317.5,6,6,6,0,0,0,0,0,0,0
2016-04-14,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-15,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-16,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-17,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-18,1217568,76,91.0,75.2727279663086,87.0,342.70001220703125,328.18951416015625,335.79998779296875,66,59,53,50,15,49,0,0,39,0
2016-04-19,1217568,124,100.0,80.91129302978516,100.0,394.5,338.0992126464844,360.79998779296875,124,113,113,102,70,92,37,7,92,37
2016-04-20,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-21,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-22,1217568,7,57.0,57.0,57.0,316.8999938964844,316.8999938964844,316.8999938964844,7,7,0,0,0,0,0,0,0,0
2016-04-23,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-24,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-25,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-26,1217568,14,90.0,88.07142639160156,90.0,341.1000061035156,338.3357238769531,341.1000061035156,14,14,14,14,14,14,0,0,14,0
2016-04-27,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-28,1217568,48,85.0,67.54166412353516,85.0,332.8999938964844,325.9708251953125,332.8999938964844,43,31,31,31,31,31,0,0,31,0
2016-04-29,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-04-30,1217568,60,80.0,67.69999694824219,80.0,327.20001220703125,323.1850280761719,327.20001220703125,56,56,56,29,11,24,0,0,24,0
2016-05-01,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-05-02,1217568,31,82.0,72.96774291992188,82.0,334.1000061035156,326.64837646484375,334.1000061035156,31,31,24,24,10,24,0,0,24,0
2016-05-03,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-05-04,1217568,4,61.0,61.0,61.0,323.1000061035156,323.1000061035156,323.1000061035156,4,4,4,0,0,0,0,0,0,0
2016-05-05,1217568,7,58.0,58.0,58.0,317.1000061035156,317.1000061035156,317.1000061035156,7,7,0,0,0,0,0,0,0,0
2016-05-06,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-05-07,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-05-08,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-05-09,1217568,84,86.0,56.08333206176758,86.0,333.8999938964844,319.7832946777344,333.8999938964844,77,60,30,10,10,10,0,0,10,0
2016-05-10,1217568,10,43.0,43.0,43.0,312.1000061035156,312.10003662109375,312.1000061035156,10,0,0,0,0,0,0,0,0,0
2016-05-11,1217568,76,85.0,57.657894134521484,85.0,332.79998779296875,317.402587890625,332.79998779296875,76,51,28,20,10,20,0,0,20,0
2016-05-12,1217568,88,86.0,63.7613639831543,86.0,334.70001220703125,322.9477233886719,334.70001220703125,76,76,53,44,24,43,0,0,43,0
2016-05-13,1217568,42,79.0,67.73809814453125,79.0,325.79998779296875,320.45953369140625,325.79998779296875,42,42,32,21,0,21,0,0,21,0
2016-05-14,1217568,37,73.0,69.40540313720703,73.0,322.3999938964844,320.88385009765625,322.3999938964844,37,37,37,27,0,0,0,0,0,0
2016-05-15,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2016-05-16,1217568,114,89.0,61.75438690185547,85.0,339.29998779296875,322.6455993652344,333.1000061035156,114,81,55,51,24,24,0,0,24,0
2016-05-17,1217568,62,82.0,66.16129302978516,82.0,329.1000061035156,321.9403076171875,329.1000061035156,62,53,53,25,15,25,0,0,25,0
2016-05-18,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
