date,n_valid_pixels,n_fire_pixels_label,conf_max,conf_mean,conf_p90,t21_max,t21_mean,t21_p90,n_conf_ge_30,n_conf_ge_50,n_conf_ge_60,n_conf_ge_70,n_conf_ge_80,n_t21_ge_325,n_t21_ge_350,n_t21_ge_375,n_both_conf60_t21325,n_both_conf70_t21350
2018-02-09,1217568,43,83.0,61.906978607177734,83.0,327.5,313.4930419921875,327.5,43,32,21,21,11,11,0,0,11,0
2018-02-10,1217568,452,95.0,67.51548767089844,85.0,348.29998779296875,313.51348876953125,328.5,448,395,351,206,93,75,0,0,75,0
2018-02-11,1217568,24,85.0,78.08333587646484,85.0,327.5,321.5083312988281,327.5,24,24,20,18,18,11,0,0,11,0
2018-02-12,1217568,283,83.0,55.55123519897461,70.0,331.8999938964844,308.98480224609375,318.8999938964844,272,171,128,57,7,7,0,0,7,0
2018-02-13,1217568,767,100.0,65.71968841552734,85.0,396.1000061035156,314.0440979003906,327.70001220703125,750,668,490,285,121,111,32,13,111,32
2018-02-14,1217568,236,86.0,63.86602783203125,84.0,348.20001220703125,317.4648132324219,340.29998779296875,199,175,161,79,31,58,0,0,31,0
2018-02-15,1217568,567,99.0,63.97883605957031,85.39999389648438,357.6000061035156,312.3529052734375,328.3800048828125,549,433,338,241,109,70,5,0,70,5
2018-02-16,1217568,399,91.0,62.340850830078125,76.0,338.3999938964844,311.5789489746094,321.3999938964844,387,348,237,116,31,24,0,0,24,0
2018-02-17,1217568,224,100.0,60.27231979370117,84.0,363.8999938964844,313.3973083496094,325.6000061035156,224,159,90,76,46,29,19,0,29,19
2018-02-18,1217568,193,94.0,66.82901763916016,83.0,346.0,313.9367980957031,325.8999938964844,193,177,139,75,25,25,0,0,25,0
2018-02-19,1217568,154,100.0,70.17687225341797,100.0,362.79998779296875,321.71429443359375,362.79998779296875,144,90,80,73,73,62,28,0,62,28
2018-02-20,1217568,331,100.0,68.6525650024414,92.0,405.5,315.6392517089844,334.1000061035156,331,281,233,144,79,38,11,11,38,11
2018-02-21,1217568,323,86.0,56.544891357421875,75.0,328.8999938964844,307.6888427734375,316.0,323,247,116,57,18,18,0,0,18,0
2018-02-22,1217568,79,96.0,71.91139221191406,85.0,349.8999938964844,318.705078125,326.70001220703125,79,77,55,45,36,25,0,0,25,0
2018-02-23,1217568,152,71.0,54.239437103271484,64.0,311.3999938964844,304.0980224609375,306.70001220703125,142,94,42,14,0,0,0,0,0,0
2018-02-24,1217568,205,94.0,61.28717803955078,88.59999084472656,369.20001220703125,313.6965637207031,331.8999938964844,181,154,80,54,26,26,18,0,26,18
2018-02-25,1217568,78,96.0,67.09333038330078,86.0,351.20001220703125,320.30255126953125,347.8999938964844,75,63,51,34,17,14,7,0,11,7
2018-02-26,1217568,90,89.0,67.08433532714844,89.0,334.5,317.4199523925781,334.5,83,62,52,52,29,29,0,0,29,0
2018-02-27,1217568,113,84.0,56.83185958862305,70.0,325.29998779296875,307.8398132324219,313.5,104,85,53,20,4,4,0,0,4,0
2018-02-28,1217568,143,90.0,55.47517776489258,83.0,336.0,310.9321594238281,327.2200012207031,117,103,73,51,24,28,0,0,24,0
2018-03-01,1217568,36,88.0,63.69444274902344,84.0,335.6000061035156,317.5333251953125,331.0,36,35,23,9,9,9,0,0,9,0
2018-03-02,1217568,5,55.0,55.0,55.0,309.1000061035156,309.1000061035156,309.1000061035156,5,5,0,0,0,0,0,0,0,0
2018-03-03,1217568,4,23.0,23.0,23.0,309.8999938964844,309.8999938964844,309.8999938964844,0,0,0,0,0,0,0,0,0,0
2018-03-04,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-05,1217568,142,90.0,66.98591613769531,83.0,335.5,312.0295715332031,324.0,137,130,106,56,19,9,0,0,9,0
2018-03-06,1217568,169,91.0,66.75148010253906,83.0,340.1000061035156,313.5491027832031,325.5,169,161,123,68,20,20,0,0,20,0
2018-03-07,1217568,53,79.0,55.24528121948242,79.0,319.29998779296875,310.3302001953125,319.29998779296875,53,31,31,11,0,0,0,0,0,0
2018-03-08,1217568,112,82.0,60.27678680419922,73.0,325.6000061035156,312.5910339355469,325.5,112,88,58,27,10,15,0,0,15,0
2018-03-09,1217568,34,88.0,67.52941131591797,88.0,335.3999938964844,317.2647399902344,335.3999938964844,34,28,28,17,7,7,0,0,7,0
2018-03-10,1217568,11,71.0,71.0,71.0,311.5,311.5,311.5,11,11,11,11,0,0,0,0,0,0
2018-03-11,1217568,18,56.0,56.0,56.0,303.5,303.5,303.5,18,18,0,0,0,0,0,0,0,0
2018-03-12,1217568,237,96.0,65.91139221191406,83.0,349.6000061035156,315.1941223144531,324.3999938964844,237,197,172,104,42,15,0,0,15,0
2018-03-13,1217568,23,100.0,55.34782791137695,100.0,389.70001220703125,345.1044006347656,389.70001220703125,10,10,10,10,10,10,10,10,10,10
2018-03-14,1217568,41,69.0,55.36585235595703,69.0,320.8999938964844,312.1707458496094,320.8999938964844,41,28,21,0,0,0,0,0,0,0
2018-03-15,1217568,30,73.0,65.0,73.0,328.5,317.0433654785156,324.20001220703125,30,30,23,13,0,2,0,0,0,0
2018-03-16,1217568,10,59.0,59.0,59.0,308.79998779296875,308.79998779296875,308.79998779296875,10,10,0,0,0,0,0,0,0,0
2018-03-17,1217568,7,9.0,9.0,9.0,304.29998779296875,304.3000183105469,304.29998779296875,0,0,0,0,0,0,0,0,0,0
2018-03-18,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-19,1217568,107,88.0,62.028038024902344,86.0,339.0,313.9149475097656,336.5,103,85,64,47,13,13,0,0,13,0
2018-03-20,1217568,6,77.0,77.0,77.0,324.8999938964844,324.8999938964844,324.8999938964844,6,6,6,6,0,0,0,0,0,0
2018-03-21,1217568,40,82.0,69.30000305175781,82.0,327.5,317.2250061035156,327.5,40,38,28,17,13,13,0,0,13,0
2018-03-22,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-23,1217568,26,55.0,36.38461685180664,55.0,311.8999938964844,309.15386962890625,311.8999938964844,16,10,0,0,0,0,0,0,0,0
2018-03-24,1217568,19,77.0,66.7368392944336,77.0,320.20001220703125,310.27899169921875,320.20001220703125,19,19,19,6,0,0,0,0,0,0
2018-03-25,1217568,29,100.0,77.6551742553711,100.0,331.3999938964844,316.4827880859375,331.3999938964844,28,28,23,23,13,9,0,0,9,0
2018-03-26,1217568,109,100.0,75.8715591430664,100.0,414.29998779296875,334.6110534667969,387.4998779296875,107,96,96,60,41,41,35,24,41,35
2018-03-27,1217568,71,97.0,66.28169250488281,97.0,353.3999938964844,321.54791259765625,353.3999938964844,71,57,42,32,17,17,14,0,17,14
2018-03-28,1217568,276,96.0,64.84782409667969,82.0,350.70001220703125,317.43841552734375,327.5,259,237,210,117,56,41,9,0,41,9
2018-03-29,1217568,127,94.0,69.9527587890625,81.0,326.5,318.3740234375,323.8999938964844,127,118,103,85,21,10,0,0,10,0
2018-03-30,1217568,123,78.0,62.495933532714844,78.0,323.79998779296875,315.12353515625,323.79998779296875,123,96,96,39,0,0,0,0,0,0
2018-03-31,1217568,68,87.0,73.47058868408203,87.0,331.5,322.0955810546875,331.2200012207031,68,55,55,48,41,32,0,0,32,0
2018-04-01,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-02,1217568,160,98.0,63.681251525878906,92.0,355.79998779296875,320.07623291015625,347.79998779296875,160,117,101,37,33,45,11,0,45,11
2018-04-03,1217568,196,78.0,56.770408630371094,75.0,328.70001220703125,313.8209228515625,319.5,189,140,96,39,0,7,0,0,7,0
2018-04-04,1217568,259,93.0,72.00406646728516,87.0,343.79998779296875,322.9791259765625,338.29998779296875,246,232,201,144,107,116,0,0,103,0
2018-04-05,1217568,46,75.0,66.06521606445312,75.0,322.79998779296875,318.156494140625,322.79998779296875,46,43,43,13,0,0,0,0,0,0
2018-04-06,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-07,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-08,1217568,47,80.0,66.23403930664062,80.0,321.79998779296875,314.8127136230469,321.79998779296875,47,43,43,17,7,0,0,0,0,0
2018-04-09,1217568,68,84.0,59.30882263183594,78.39999389648438,334.29998779296875,313.07208251953125,330.8699951171875,68,56,32,18,7,18,0,0,18,0
2018-04-10,1217568,15,77.0,69.33333587646484,77.0,333.79998779296875,326.7999572753906,333.79998779296875,15,15,10,10,0,10,0,0,10,0
2018-04-11,1217568,10,66.0,66.0,66.0,316.79998779296875,316.79998779296875,316.79998779296875,10,10,10,0,0,0,0,0,0,0
2018-04-12,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-13,1217568,185,82.0,64.51351165771484,78.0,329.0,313.8697204589844,320.79998779296875,185,164,135,74,17,17,0,0,17,0
2018-04-14,1217568,62,100.0,70.32257843017578,99.49998474121094,378.3999938964844,328.066162109375,375.62994384765625,62,50,42,23,23,25,12,7,25,12
2018-04-15,1217568,25,55.0,50.279998779296875,55.0,313.0,308.0400085449219,313.0,25,18,0,0,0,0,0,0,0,0
2018-04-16,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-17,1217568,62,63.0,39.88461685180664,61.89997482299805,333.0,313.06939697265625,333.0,41,12,6,0,0,10,0,0,0,0
2018-04-18,1217568,11,87.0,78.63636016845703,87.0,342.1000061035156,336.5364074707031,342.1000061035156,11,11,11,7,7,11,0,0,11,0
2018-04-19,1217568,78,100.0,73.6025619506836,100.0,393.1000061035156,333.6051330566406,393.1000061035156,78,56,53,42,33,36,13,11,36,13
2018-04-20,1217568,256,100.0,67.73170471191406,90.0,365.3999938964844,324.0453186035156,350.5,223,204,174,140,67,102,28,0,99,28
2018-04-21,1217568,91,97.0,72.13186645507812,96.0,377.70001220703125,334.35052490234375,377.70001220703125,91,73,58,46,46,46,31,18,46,31
2018-04-22,1217568,37,100.0,57.83783721923828,100.0,362.0,324.65399169921875,362.0,19,19,19,19,19,19,8,0,19,8
2018-04-23,1217568,113,100.0,67.48672485351562,81.0,364.79998779296875,325.6734313964844,327.29998779296875,113,96,77,58,43,46,10,0,46,10
2018-04-24,1217568,119,92.0,68.66386413574219,90.0,342.5,323.8739318847656,341.6000061035156,119,110,86,64,31,39,0,0,39,0
2018-04-25,1217568,163,100.0,74.24503326416016,98.0,363.29998779296875,328.7723693847656,356.1000061035156,151,134,124,82,53,82,23,0,82,23
2018-04-26,1217568,126,94.0,70.01587677001953,91.0,348.20001220703125,323.92462158203125,339.79998779296875,115,110,95,81,37,66,0,0,66,0
2018-04-27,1217568,189,100.0,65.23076629638672,88.0,368.29998779296875,323.1158752441406,336.1399841308594,169,137,130,90,40,71,2,0,71,2
2018-04-28,1217568,70,100.0,85.5999984741211,100.0,357.0,330.49713134765625,357.0,70,70,70,70,30,37,20,0,37,20
2018-04-29,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-04-30,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-01,1217568,78,95.0,63.589744567871094,95.0,348.29998779296875,322.9359130859375,348.29998779296875,78,64,28,28,21,28,0,0,28,0
2018-05-02,1217568,111,98.0,61.03603744506836,89.0,357.6000061035156,320.6730651855469,339.1000061035156,111,78,61,28,17,27,7,0,20,7
2018-05-03,1217568,106,75.0,62.13559341430664,75.0,334.1000061035156,324.3980712890625,334.1000061035156,59,48,41,26,0,29,0,0,0,0
2018-05-04,1217568,49,100.0,77.40816497802734,100.0,368.1000061035156,333.42041015625,368.1000061035156,49,42,42,33,19,19,10,0,19,10
2018-05-05,1217568,7,72.0,72.0,72.0,335.3999938964844,335.3999938964844,335.3999938964844,7,7,7,7,0,7,0,0,7,0
2018-05-06,1217568,29,54.0,34.82758712768555,54.0,314.5,310.2379455566406,314.5,11,11,0,0,0,0,0,0,0,0
2018-05-07,1217568,15,63.0,58.400001525878906,63.0,333.20001220703125,329.8800354003906,333.20001220703125,15,12,12,0,0,15,0,0,12,0
2018-05-08,1217568,120,100.0,70.2750015258789,86.19998168945312,376.8999938964844,329.4599609375,340.66998291015625,120,100,94,57,33,70,12,5,64,12
2018-05-09,1217568,102,100.0,63.40196228027344,90.0,362.0,324.7597961425781,344.1000061035156,97,73,51,51,30,42,6,0,42,6
2018-05-10,1217568,66,99.0,64.81818389892578,99.0,359.0,329.7196960449219,359.0,60,40,29,29,29,35,11,0,29,11
2018-05-11,1217568,87,91.0,60.09195327758789,82.0,344.20001220703125,320.5310363769531,333.70001220703125,87,54,43,26,11,30,0,0,26,0
2018-05-12,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-13,1217568,70,100.0,57.871429443359375,100.0,365.3999938964844,330.9656677246094,365.3999938964844,70,37,29,18,18,44,11,0,18,11
2018-05-14,1217568,29,85.0,72.06896209716797,85.0,332.79998779296875,323.02410888671875,332.79998779296875,29,29,29,14,14,14,0,0,14,0
2018-05-15,1217568,90,82.0,60.25555419921875,82.0,326.8999938964844,320.2344970703125,326.8999938964844,90,70,33,33,11,11,0,0,11,0
2018-05-16,1217568,11,64.0,64.0,64.0,320.70001220703125,320.6999816894531,320.70001220703125,11,11,11,0,0,0,0,0,0,0
2018-05-17,1217568,66,80.0,51.40909194946289,78.5,329.1000061035156,321.4969787597656,327.1000061035156,66,26,19,14,7,14,0,0,14,0
2018-05-18,1217568,44,95.0,69.59091186523438,95.0,353.6000061035156,334.8045349121094,353.6000061035156,44,44,29,13,13,34,6,0,29,6
2018-05-19,1217568,92,86.0,75.91358184814453,86.0,378.3999938964844,336.7151794433594,378.3999938964844,81,81,70,59,31,81,11,11,59,0
2018-05-20,1217568,15,100.0,47.733333587646484,51.0,360.70001220703125,320.5199890136719,318.29998779296875,15,8,1,1,1,1,1,0,1,1
2018-05-21,1217568,14,62.0,62.0,62.0,321.0,321.0,321.0,14,14,14,0,0,0,0,0,0,0
2018-05-22,1217568,87,82.0,56.8505744934082,82.0,333.70001220703125,321.20574951171875,330.5,75,61,39,33,25,33,0,0,33,0
2018-05-23,1217568,10,82.0,82.0,82.0,332.6000061035156,332.60003662109375,332.6000061035156,10,10,10,10,10,10,0,0,10,0
2018-05-24,1217568,77,98.0,67.06493377685547,98.0,357.0,330.658447265625,357.0,77,55,50,26,26,45,10,0,34,10
2018-05-25,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-26,1217568,27,66.0,60.44444274902344,66.0,322.6000061035156,319.8592529296875,322.6000061035156,27,27,17,0,0,0,0,0,0,0
2018-05-27,1217568,28,62.0,41.57143020629883,62.0,325.6000061035156,317.3571472167969,325.6000061035156,18,10,10,0,0,10,0,0,10,0
2018-05-28,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-29,1217568,25,83.0,65.12000274658203,83.0,334.5,326.4639892578125,334.5,25,25,15,15,4,10,0,0,10,0
2018-05-30,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-31,1217568,153,88.0,60.267974853515625,83.0,340.79998779296875,323.6607971191406,335.20001220703125,153,120,74,38,27,64,0,0,40,0
2018-06-01,1217568,37,88.0,73.9189224243164,88.0,347.1000061035156,330.3945617675781,347.1000061035156,37,37,37,29,14,22,0,0,22,0
2018-06-02,1217568,37,77.0,69.9459457397461,77.0,332.29998779296875,330.68914794921875,332.29998779296875,37,37,37,21,0,37,0,0,37,0
2018-06-03,1217568,11,66.0,66.0,66.0,305.79998779296875,305.8000183105469,305.79998779296875,11,11,11,0,0,0,0,0,0,0
2018-06-04,1217568,82,81.0,62.024391174316406,81.0,338.5,326.1671142578125,335.1000061035156,82,49,49,41,18,44,0,0,44,0
2018-06-05,1217568,165,100.0,77.99394226074219,100.0,409.1000061035156,339.3114929199219,395.25994873046875,165,151,145,138,59,112,38,35,112,38
2018-06-06,1217568,120,100.0,70.79166412353516,88.99998474121094,427.70001220703125,337.38580322265625,342.9299621582031,120,93,93,63,59,77,12,11,70,12
2018-06-07,1217568,121,99.0,60.29751968383789,94.0,358.5,325.7132568359375,348.0,121,63,56,31,21,61,11,0,31,11
2018-06-08,1217568,22,77.0,54.5,77.0,340.79998779296875,334.27728271484375,340.79998779296875,22,12,7,7,0,22,0,0,7,0
2018-06-09,1217568,49,80.0,69.10204315185547,80.0,325.70001220703125,319.5734558105469,325.70001220703125,49,49,31,31,10,28,0,0,17,0
2018-06-10,1217568,11,58.0,58.0,58.0,320.70001220703125,320.6999816894531,320.70001220703125,11,11,0,0,0,0,0,0,0,0
2018-06-11,1217568,105,97.0,70.009521484375,97.0,356.1000061035156,331.1380920410156,355.29998779296875,105,101,68,43,35,72,18,0,68,18
2018-06-12,1217568,15,70.0,64.13333129882812,70.0,332.6000061035156,323.5933837890625,332.6000061035156,15,15,8,4,0,11,0,0,4,0
2018-06-13,1217568,38,87.0,69.2368392944336,87.0,345.0,338.1474304199219,345.0,38,38,20,20,17,38,0,0,20,0
2018-06-14,1217568,79,97.0,71.30379486083984,97.0,355.79998779296875,333.0367431640625,355.79998779296875,79,71,59,47,20,59,10,0,47,10
2018-06-15,1217568,73,87.0,72.19178009033203,87.0,340.29998779296875,331.1725769042969,340.29998779296875,64,64,64,44,44,57,0,0,57,0
2018-06-16,1217568,93,92.0,71.752685546875,92.0,345.79998779296875,325.3150329589844,345.79998779296875,93,93,83,53,14,53,0,0,53,0
2018-06-17,1217568,19,91.0,85.9473648071289,91.0,344.0,337.0947265625,344.0,19,19,19,19,11,19,0,0,19,0
2018-06-18,1217568,115,94.0,65.22608947753906,83.0,349.6000061035156,329.2722473144531,338.29998779296875,107,84,74,60,36,74,0,0,74,0
2018-06-19,1217568,59,100.0,50.966102600097656,100.0,368.6000061035156,331.3186340332031,368.6000061035156,59,27,9,7,7,40,7,0,9,7
2018-06-20,1217568,29,73.0,54.034481048583984,73.0,331.1000061035156,326.0689392089844,331.1000061035156,29,7,7,7,0,18,0,0,7,0
2018-06-21,1217568,59,58.0,40.779659271240234,58.0,330.79998779296875,316.7186584472656,330.79998779296875,48,7,0,0,0,23,0,0,0,0
2018-06-22,1217568,24,100.0,100.0,100.0,364.79998779296875,351.8291320800781,364.79998779296875,24,24,24,24,24,24,13,0,24,13
2018-06-23,1217568,66,97.0,71.80303192138672,97.0,354.5,338.8529968261719,354.5,66,59,44,25,25,66,15,0,44,15
2018-06-24,1217568,431,100.0,85.44522094726562,100.0,503.20001220703125,367.9565734863281,458.79998779296875,420,408,380,358,317,343,225,156,327,223
2018-06-25,1217568,298,100.0,81.48657989501953,100.0,447.70001220703125,351.735595703125,409.5,285,271,262,214,182,209,121,90,208,121
2018-06-26,1217568,223,100.0,80.23611450195312,100.0,408.0,341.2466125488281,384.5,216,199,184,140,115,165,66,38,160,66
2018-06-27,1217568,83,98.0,62.240962982177734,88.0,356.79998779296875,327.9915771484375,343.0,73,70,37,27,26,53,8,0,37,8
2018-06-28,1217568,103,99.0,79.10679626464844,99.0,354.0,332.5727844238281,351.1000061035156,102,100,89,75,55,75,17,0,62,17
2018-06-29,1217568,55,86.0,68.09091186523438,86.0,340.0,331.707275390625,340.0,55,48,48,17,7,48,0,0,48,0
2018-06-30,1217568,102,100.0,78.3431396484375,100.0,346.5,330.2196350097656,345.29998779296875,102,102,82,64,57,62,0,0,61,0
2018-07-01,1217568,442,100.0,90.32353210449219,100.0,500.0,370.1972961425781,439.0,441,438,429,376,359,402,257,122,392,257
2018-07-02,1217568,473,100.0,86.93191528320312,100.0,423.6000061035156,346.7961730957031,368.20001220703125,457,443,412,384,363,374,205,36,346,202
2018-07-03,1217568,453,100.0,74.20635223388672,100.0,377.3999938964844,333.6397399902344,356.58001708984375,416,352,321,287,205,287,79,7,268,79
2018-07-04,1217568,233,100.0,65.24201202392578,100.0,396.29998779296875,332.4884033203125,392.79998779296875,181,171,135,99,56,101,42,28,70,42
2018-07-05,1217568,95,100.0,78.3452377319336,100.0,377.5,333.2358703613281,365.3999938964844,83,78,76,59,32,65,14,8,59,14
2018-07-06,1217568,145,100.0,69.3840560913086,100.0,385.6000061035156,332.91033935546875,385.6000061035156,128,115,89,60,42,65,39,20,58,39
2018-07-09,1217568,55,100.0,88.43636322021484,100.0,404.5,354.30731201171875,394.699951171875,55,55,51,51,47,51,18,14,51,18
2018-07-10,1217568,83,97.0,72.15662384033203,97.0,355.0,334.2240905761719,355.0,83,78,61,41,35,61,13,0,53,13
2018-07-11,1217568,45,69.0,52.0444450378418,69.0,331.3999938964844,325.4000549316406,331.3999938964844,45,25,25,0,0,21,0,0,21,0
2018-07-12,1217568,52,84.0,66.57691955566406,84.0,344.1000061035156,328.9211730957031,344.1000061035156,52,52,28,11,11,28,0,0,28,0
2018-07-13,1217568,28,79.0,45.67856979370117,79.0,338.29998779296875,313.8070983886719,338.29998779296875,28,10,10,7,0,10,0,0,10,0
2018-07-14,1217568,80,100.0,91.2125015258789,100.0,498.6000061035156,356.92498779296875,387.29998779296875,80,77,77,76,70,61,42,17,58,42
2018-07-15,1217568,184,100.0,83.19021606445312,100.0,390.3999938964844,349.2070617675781,376.1000061035156,180,174,169,141,108,168,86,40,168,86
2018-07-16,1217568,230,100.0,78.0478286743164,100.0,400.6000061035156,341.9073486328125,385.70001220703125,229,227,205,121,99,179,66,31,170,66
2018-07-17,1217568,234,100.0,81.94017028808594,100.0,384.8999938964844,338.3658142089844,379.7900085449219,228,225,199,170,146,169,56,39,148,56
2018-07-18,1217568,277,100.0,79.3321304321289,100.0,417.8999938964844,337.2725524902344,375.3999938964844,264,227,221,198,172,166,51,42,155,51
2018-07-19,1217568,279,100.0,82.46595001220703,100.0,429.0,341.3935546875,374.0,270,252,225,208,184,200,77,20,182,77
2018-07-20,1217568,344,100.0,78.7936019897461,100.0,380.5,329.88720703125,363.79998779296875,338,307,277,247,200,181,69,14,167,69
2018-07-21,1217568,300,100.0,81.18333435058594,100.0,444.3999938964844,340.04901123046875,388.8999938964844,297,287,255,195,172,172,94,36,171,94
2018-07-22,1217568,394,100.0,66.78426361083984,100.0,412.70001220703125,332.12921142578125,374.79998779296875,364,316,263,159,101,228,58,13,193,58
2018-07-23,1217568,246,100.0,75.65853881835938,100.0,480.8999938964844,340.13739013671875,373.3999938964844,235,207,191,155,133,161,64,20,157,64
2018-07-24,1217568,279,100.0,74.03225708007812,100.0,371.79998779296875,332.7720642089844,360.79998779296875,253,233,233,186,134,186,69,0,181,69
2018-07-25,1217568,505,100.0,86.89505004882812,100.0,424.79998779296875,352.74041748046875,409.8999938964844,488,437,432,420,393,391,207,128,366,207
2018-07-26,1217568,743,100.0,86.27717590332031,100.0,500.0,376.9398498535156,485.29998779296875,722,703,664,632,537,610,420,260,569,415
2018-07-27,1217568,1081,100.0,84.38646697998047,100.0,462.20001220703125,344.2826232910156,386.1000061035156,1043,993,950,846,766,719,376,170,687,375
2018-07-28,1217568,1268,100.0,88.52259826660156,100.0,500.0,362.6376037597656,433.70001220703125,1224,1196,1156,1078,967,1017,624,375,973,624
2018-07-29,1217568,1391,100.0,80.31775665283203,100.0,438.70001220703125,338.6614074707031,375.1000061035156,1334,1229,1148,989,903,850,387,145,825,387
2018-07-30,1217568,1169,100.0,86.70578002929688,100.0,502.20001220703125,356.9928283691406,428.53997802734375,1131,1078,1038,946,853,874,525,316,838,515
2018-07-31,1217568,1268,100.0,83.81373596191406,100.0,502.3999938964844,352.2334289550781,410.20001220703125,1228,1130,1058,1013,853,952,510,322,889,509
2018-08-01,1217568,1287,100.0,84.97807312011719,100.0,452.79998779296875,346.1065368652344,394.3999938964844,1242,1188,1118,1004,929,932,449,234,907,449
2018-08-02,1217568,1340,100.0,88.26940155029297,100.0,500.0,357.92822265625,413.85986328125,1317,1256,1222,1171,1056,1112,617,320,1079,617
2018-08-03,1217568,1576,100.0,86.98477172851562,100.0,448.5,351.8958740234375,402.29998779296875,1531,1458,1394,1317,1207,1208,709,336,1177,709
2018-08-04,1217568,2096,100.0,90.0720443725586,100.0,503.0,375.96923828125,464.70001220703125,2077,2011,1928,1810,1708,1803,1198,854,1750,1198
2018-08-05,1217568,1976,100.0,83.64827728271484,100.0,500.0,339.1204528808594,379.79998779296875,1850,1781,1686,1518,1375,1204,554,264,1180,554
2018-08-06,1217568,1531,100.0,84.60548400878906,100.0,504.20001220703125,357.084716796875,416.79998779296875,1482,1368,1303,1234,1118,1160,676,405,1099,673
2018-08-07,1217568,1250,100.0,75.76959991455078,100.0,461.0,334.9440002441406,369.0,1181,1034,924,843,650,729,311,77,683,311
2018-08-08,1217568,989,100.0,86.5065689086914,100.0,479.79998779296875,354.13214111328125,400.6000061035156,975,931,890,855,765,787,478,216,755,478
2018-08-09,1217568,1043,100.0,75.72744750976562,100.0,435.70001220703125,337.6526184082031,374.4199523925781,1022,850,780,656,540,665,237,104,571,231
2018-08-10,1217568,1286,100.0,78.21150970458984,100.0,430.70001220703125,340.1831359863281,367.79998779296875,1203,1092,1019,907,782,903,381,125,833,381
2018-08-11,1217568,1191,100.0,81.44577026367188,100.0,504.8999938964844,351.7403869628906,419.79998779296875,1116,1033,923,830,756,814,449,239,775,446
2018-08-12,1217568,857,100.0,70.15690612792969,100.0,500.0,335.6170654296875,359.6000061035156,748,647,593,512,407,564,128,36,496,128
2018-08-13,1217568,1070,100.0,78.5528564453125,100.0,460.20001220703125,343.6081237792969,389.7300109863281,1017,937,824,763,671,725,344,165,675,344
2018-08-14,1217568,919,100.0,75.14653015136719,100.0,430.79998779296875,336.251708984375,370.81982421875,869,777,699,551,450,567,195,87,534,188
2018-08-15,1217568,763,100.0,79.10485076904297,100.0,432.79998779296875,340.34796142578125,375.27996826171875,699,655,621,575,500,561,213,77,520,213
2018-08-16,1217568,981,100.0,70.65970611572266,100.0,473.8999938964844,344.4367980957031,410.20001220703125,873,762,693,518,421,579,269,189,541,269
2018-08-17,1217568,876,100.0,77.93800354003906,100.0,459.1000061035156,341.3186950683594,382.29998779296875,823,736,690,624,507,586,254,104,553,254
2018-08-18,1217568,792,100.0,75.37374114990234,100.0,410.79998779296875,334.2294006347656,371.20001220703125,740,645,534,512,427,429,193,68,386,193
2018-08-19,1217568,789,100.0,79.4828872680664,100.0,462.79998779296875,341.0399169921875,388.79998779296875,760,722,637,543,453,527,224,100,481,224
2018-08-20,1217568,973,100.0,80.18704986572266,100.0,465.29998779296875,338.9868469238281,380.29998779296875,924,860,772,702,598,628,268,111,583,268
2018-08-21,1217568,877,100.0,76.68871307373047,100.0,387.79998779296875,330.333740234375,359.70001220703125,816,735,666,619,514,454,155,27,451,155
2018-08-22,1217568,841,100.0,79.28109741210938,100.0,495.1000061035156,343.6127014160156,381.70001220703125,772,699,657,618,549,551,253,108,520,248
2018-08-23,1217568,794,100.0,79.65743255615234,100.0,437.70001220703125,339.5611877441406,376.53973388671875,770,740,656,594,437,495,224,80,485,224
2018-08-24,1217568,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-08-25,1217568,636,100.0,76.77987670898438,100.0,424.3999938964844,334.924072265625,377.79998779296875,610,562,496,412,365,335,142,82,333,142
2018-08-26,1217568,533,100.0,86.6285171508789,100.0,441.5,344.2431335449219,379.3999938964844,527,513,491,467,391,365,190,58,363,190
