rule_type,feature_1,threshold_1,feature_2,threshold_2,precision,recall,f1,balanced_accuracy,tn,fp,fn,tp
or,n_conf_ge_70,28,n_t21_ge_350,42.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,43.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,44.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,45.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,46.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,47.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,48.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,49.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_conf_ge_70,28,n_t21_ge_350,50.0,0.6146512794781737,0.7147024504084014,0.6609117885082276,0.6581811007228728,1160,768,489,1225
or,n_both_conf70_t21350,15,n_fire_pixels_label,45.0,0.5727117194183062,0.7812135355892649,0.6609081934846989,0.6315300043091553,929,999,375,1339
or,n_both_conf70_t21350,13,n_fire_pixels_label,46.0,0.573327615780446,0.7800466744457409,0.6608996539792388,0.6319839181357335,933,995,377,1337
or,n_both_conf70_t21350,12,n_fire_pixels_label,47.0,0.5742574257425742,0.7782963827304551,0.6608867971265792,0.632664788875601,939,989,380,1334
and,n_conf_ge_60,42,n_t21_ge_325,23.0,0.6779141104294478,0.6446907817969662,0.6608851674641149,0.6861939386163254,1403,525,609,1105
or,n_conf_ge_60,46,n_t21_ge_325,39.0,0.6185147507629705,0.7094515752625438,0.6608695652173913,0.6602237129424753,1178,750,498,1216
or,n_both_conf70_t21350,13,n_fire_pixels_label,48.0,0.5755084379056685,0.7759626604434072,0.6608695652173913,0.6335726165287575,947,981,384,1330
or,n_conf_ge_70,36,n_t21_ge_350,3.0,0.6202661207778914,0.7071178529754959,0.6608505997818975,0.6611315405956317,1186,742,502,1212
or,n_both_conf70_t21350,17,n_fire_pixels_label,40.0,0.5656146179401993,0.79463243873979,0.660844250363901,0.6260506592039199,882,1046,352,1362
or,n_both_conf60_t21325,34,n_fire_pixels_label,40.0,0.5659043659043659,0.794049008168028,0.6608400097110949,0.626277616117209,884,1044,353,1361
or,n_both_conf60_t21325,35,n_fire_pixels_label,40.0,0.5659043659043659,0.794049008168028,0.6608400097110949,0.626277616117209,884,1044,353,1361
or,n_both_conf60_t21325,36,n_fire_pixels_label,40.0,0.5659043659043659,0.794049008168028,0.6608400097110949,0.626277616117209,884,1044,353,1361
or,n_both_conf60_t21325,37,n_fire_pixels_label,40.0,0.5659043659043659,0.794049008168028,0.6608400097110949,0.626277616117209,884,1044,353,1361
or,n_both_conf70_t21350,23,n_fire_pixels_label,40.0,0.5659043659043659,0.794049008168028,0.6608400097110949,0.626277616117209,884,1044,353,1361
or,n_both_conf70_t21350,24,n_fire_pixels_label,40.0,0.5659043659043659,0.794049008168028,0.6608400097110949,0.626277616117209,884,1044,353,1361
and,n_both_conf60_t21325,30,n_fire_pixels_label,41.0,0.7117845117845117,0.6166861143523921,0.6608315098468271,0.6973472065537893,1500,428,657,1057
or,n_both_conf70_t21350,19,n_fire_pixels_label,41.0,0.5667779632721202,0.7922987164527421,0.6608272506082725,0.6269584868570764,890,1038,356,1358
or,n_both_conf70_t21350,20,n_fire_pixels_label,41.0,0.5667779632721202,0.7922987164527421,0.6608272506082725,0.6269584868570764,890,1038,356,1358
or,n_both_conf70_t21350,21,n_fire_pixels_label,41.0,0.5667779632721202,0.7922987164527421,0.6608272506082725,0.6269584868570764,890,1038,356,1358
or,n_both_conf70_t21350,22,n_fire_pixels_label,41.0,0.5667779632721202,0.7922987164527421,0.6608272506082725,0.6269584868570764,890,1038,356,1358
or,n_conf_ge_60,34,n_t21_ge_325,50.0,0.5925925925925926,0.7467911318553092,0.6608156943727413,0.6451797982927998,1048,880,434,1280
or,n_conf_ge_70,38,n_t21_ge_350,2.0,0.6242864556305138,0.7018669778296382,0.6608074704751442,0.6631741528152341,1204,724,511,1203
or,n_both_conf60_t21325,39,n_fire_pixels_label,42.0,0.5688421052631579,0.7882147024504084,0.660797260943996,0.6285471852501004,904,1024,363,1351
or,n_conf_ge_60,42,n_t21_ge_325,39.0,0.6089522872602066,0.7222870478413069,0.6607953029089939,0.654971324750529,1133,795,476,1238
and,n_both_conf60_t21325,26,n_fire_pixels_label,47.0,0.6904005085823267,0.6336056009334889,0.6607849102525098,0.6905061199688192,1441,487,628,1086
and,n_conf_ge_60,40,n_t21_ge_325,27.0,0.6910828025477707,0.6330221703617269,0.6607795371498173,0.6907330768821083,1443,485,629,1085
or,n_both_conf60_t21325,34,n_fire_pixels_label,43.0,0.5703389830508474,0.7852975495915986,0.6607756504663721,0.6296819698165461,914,1014,368,1346
or,n_both_conf60_t21325,35,n_fire_pixels_label,43.0,0.5703389830508474,0.7852975495915986,0.6607756504663721,0.6296819698165461,914,1014,368,1346
or,n_both_conf60_t21325,36,n_fire_pixels_label,43.0,0.5703389830508474,0.7852975495915986,0.6607756504663721,0.6296819698165461,914,1014,368,1346
or,n_both_conf60_t21325,37,n_fire_pixels_label,43.0,0.5703389830508474,0.7852975495915986,0.6607756504663721,0.6296819698165461,914,1014,368,1346
and,n_conf_ge_60,35,n_t21_ge_325,34.0,0.7203856749311295,0.6102683780630105,0.660770688566014,0.69984373259997,1522,406,668,1046
or,n_both_conf70_t21350,17,n_fire_pixels_label,44.0,0.5718550106609808,0.7823803967327888,0.6607538802660754,0.6308167543829919,924,1004,373,1341
or,n_both_conf60_t21325,31,n_fire_pixels_label,44.0,0.5721605465414176,0.7817969661610268,0.6607495069033531,0.631043711296281,926,1002,374,1340
or,n_both_conf60_t21325,32,n_fire_pixels_label,44.0,0.5721605465414176,0.7817969661610268,0.6607495069033531,0.631043711296281,926,1002,374,1340
or,n_both_conf60_t21325,33,n_fire_pixels_label,44.0,0.5721605465414176,0.7817969661610268,0.6607495069033531,0.631043711296281,926,1002,374,1340
and,n_conf_ge_60,40,n_t21_ge_325,28.0,0.6966364812419146,0.6283547257876313,0.6607361963190184,0.6925487321884214,1459,469,637,1077
or,n_both_conf70_t21350,14,n_fire_pixels_label,47.0,0.5743214131839725,0.7777129521586931,0.6607187112763321,0.632632409689305,940,988,381,1333
or,n_both_conf70_t21350,18,n_fire_pixels_label,39.0,0.5639438943894389,0.7975495915985997,0.6607056549057516,0.624656538537889,871,1057,347,1367
or,n_conf_ge_70,29,n_t21_ge_350,17.0,0.6173340091231627,0.7106184364060677,0.660699755899105,0.6595104630163118,1173,755,496,1218
and,n_both_conf60_t21325,28,n_fire_pixels_label,48.0,0.7016393442622951,0.6242707117852976,0.6606977462179685,0.6941374305814454,1473,455,644,1070
or,n_conf_ge_60,39,n_t21_ge_325,44.0,0.603082851637765,0.7304550758459744,0.6606860158311345,0.6515345918648958,1104,824,462,1252
or,n_both_conf70_t21350,19,n_fire_pixels_label,40.0,0.5656691604322527,0.794049008168028,0.6606796116504854,0.6260182800176239,883,1045,353,1361
or,n_both_conf70_t21350,20,n_fire_pixels_label,40.0,0.5656691604322527,0.794049008168028,0.6606796116504854,0.6260182800176239,883,1045,353,1361
or,n_both_conf70_t21350,21,n_fire_pixels_label,40.0,0.5656691604322527,0.794049008168028,0.6606796116504854,0.6260182800176239,883,1045,353,1361
or,n_both_conf70_t21350,22,n_fire_pixels_label,40.0,0.5656691604322527,0.794049008168028,0.6606796116504854,0.6260182800176239,883,1045,353,1361
or,n_conf_ge_70,35,n_t21_ge_350,6.0,0.6199488491048594,0.7071178529754959,0.660670482420278,0.6608722044960467,1185,743,502,1212
single,n_conf_ge_50,37,,,0.5777972027972028,0.7712952158693116,0.6606696651674163,0.6351289357354857,962,966,392,1322
or,n_conf_ge_60,40,n_t21_ge_325,42.0,0.6046511627906976,0.7281213535589265,0.6606670195870831,0.6524424195180525,1112,816,466,1248
or,n_both_conf60_t21325,34,n_fire_pixels_label,41.0,0.5668337510442774,0.7917152858809802,0.6606621226874392,0.6269261076707806,891,1037,357,1357
or,n_both_conf60_t21325,35,n_fire_pixels_label,41.0,0.5668337510442774,0.7917152858809802,0.6606621226874392,0.6269261076707806,891,1037,357,1357
or,n_both_conf60_t21325,36,n_fire_pixels_label,41.0,0.5668337510442774,0.7917152858809802,0.6606621226874392,0.6269261076707806,891,1037,357,1357
or,n_both_conf60_t21325,37,n_fire_pixels_label,41.0,0.5668337510442774,0.7917152858809802,0.6606621226874392,0.6269261076707806,891,1037,357,1357
or,n_both_conf70_t21350,23,n_fire_pixels_label,41.0,0.5668337510442774,0.7917152858809802,0.6606621226874392,0.6269261076707806,891,1037,357,1357
or,n_both_conf70_t21350,24,n_fire_pixels_label,41.0,0.5668337510442774,0.7917152858809802,0.6606621226874392,0.6269261076707806,891,1037,357,1357
or,n_conf_ge_70,30,n_t21_ge_350,18.0,0.6212744090441932,0.70536756126021,0.660655737704918,0.6615530752359142,1191,737,505,1209
or,n_conf_ge_60,41,n_t21_ge_325,41.0,0.6066373840898,0.7252042007001167,0.6606431039064576,0.6535772040844983,1122,806,471,1243
or,n_conf_ge_70,38,n_t21_ge_350,3.0,0.6244155844155844,0.7012835472578763,0.6606210497389393,0.6631417736289382,1205,723,512,1202
and,n_both_conf60_t21325,30,n_fire_pixels_label,42.0,0.7120701281186783,0.6161026837806302,0.6606193306224586,0.6973148273674935,1501,427,658,1056
and,n_conf_ge_60,40,n_t21_ge_325,31.0,0.7128378378378378,0.6155192532088681,0.6606136505948653,0.6975417842807826,1503,425,659,1055
or,n_both_conf70_t21350,19,n_fire_pixels_label,43.0,0.5700974163490047,0.7852975495915986,0.6606134969325154,0.629422633716961,913,1015,368,1346
or,n_both_conf70_t21350,20,n_fire_pixels_label,43.0,0.5700974163490047,0.7852975495915986,0.6606134969325154,0.629422633716961,913,1015,368,1346
or,n_both_conf70_t21350,21,n_fire_pixels_label,43.0,0.5700974163490047,0.7852975495915986,0.6606134969325154,0.629422633716961,913,1015,368,1346
or,n_both_conf70_t21350,22,n_fire_pixels_label,43.0,0.5700974163490047,0.7852975495915986,0.6606134969325154,0.629422633716961,913,1015,368,1346
and,n_conf_ge_60,42,n_t21_ge_325,12.0,0.6451612903225806,0.676779463243874,0.6605922551252847,0.6729333000866673,1290,638,554,1160
single,n_conf_ge_80,19,,,0.6456824512534819,0.676196032672112,0.6605870618409804,0.6731602569999564,1292,636,555,1159
or,n_both_conf60_t21325,34,n_fire_pixels_label,44.0,0.5722222222222222,0.7812135355892649,0.6605821410952146,0.6310113321099852,927,1001,375,1339
or,n_both_conf60_t21325,35,n_fire_pixels_label,44.0,0.5722222222222222,0.7812135355892649,0.6605821410952146,0.6310113321099852,927,1001,375,1339
or,n_both_conf60_t21325,36,n_fire_pixels_label,44.0,0.5722222222222222,0.7812135355892649,0.6605821410952146,0.6310113321099852,927,1001,375,1339
or,n_both_conf60_t21325,37,n_fire_pixels_label,44.0,0.5722222222222222,0.7812135355892649,0.6605821410952146,0.6310113321099852,927,1001,375,1339
or,n_both_conf60_t21325,31,n_fire_pixels_label,45.0,0.5731445731445731,0.779463243873979,0.6605686032138443,0.6316922028498526,933,995,378,1336
or,n_both_conf60_t21325,32,n_fire_pixels_label,45.0,0.5731445731445731,0.779463243873979,0.6605686032138443,0.6316922028498526,933,995,378,1336
or,n_conf_ge_60,44,n_t21_ge_325,39.0,0.6136136136136137,0.7152858809801633,0.6605603448275862,0.6574354716104136,1156,772,488,1226
or,n_both_conf70_t21350,13,n_fire_pixels_label,47.0,0.5740740740740741,0.7777129521586931,0.6605550049554014,0.63237307358972,939,989,381,1333
or,n_both_conf60_t21325,30,n_fire_pixels_label,39.0,0.5637113402061855,0.7975495915985997,0.6605460256100507,0.624397202438304,870,1058,347,1367
or,n_both_conf70_t21350,17,n_fire_pixels_label,39.0,0.5637113402061855,0.7975495915985997,0.6605460256100507,0.624397202438304,870,1058,347,1367
and,n_both_conf60_t21325,27,n_fire_pixels_label,46.0,0.6947842884739215,0.6295215869311552,0.6605448423630241,0.6918354822622581,1454,474,635,1079
or,n_both_conf60_t21325,31,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf60_t21325,32,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf60_t21325,33,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf60_t21325,34,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf60_t21325,35,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf60_t21325,36,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf60_t21325,37,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf70_t21350,23,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf70_t21350,24,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf70_t21350,25,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf70_t21350,26,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_both_conf70_t21350,27,n_fire_pixels_label,39.0,0.5639966969446738,0.7969661610268378,0.660541586073501,0.6246241593515932,872,1056,348,1366
or,n_conf_ge_60,38,n_t21_ge_325,45.0,0.6008604206500956,0.7333722287047841,0.6605359957961114,0.6501404711988651,1093,835,457,1257
and,n_conf_ge_60,22,n_t21_ge_325,36.0,0.7255586592178771,0.6061843640606768,0.6605212968849332,0.701173094893409,1535,393,675,1039
and,n_conf_ge_60,27,n_t21_ge_325,36.0,0.7263820853743876,0.6056009334889149,0.6605154311167675,0.7014000518066981,1537,391,676,1038
and,n_conf_ge_60,28,n_t21_ge_325,36.0,0.7263820853743876,0.6056009334889149,0.6605154311167675,0.7014000518066981,1537,391,676,1038
or,n_both_conf60_t21325,38,n_fire_pixels_label,40.0,0.5657237936772047,0.793465577596266,0.6605148130160272,0.625985900831328,884,1044,354,1360
or,n_both_conf70_t21350,25,n_fire_pixels_label,40.0,0.5657237936772047,0.793465577596266,0.6605148130160272,0.625985900831328,884,1044,354,1360
or,n_both_conf70_t21350,26,n_fire_pixels_label,40.0,0.5657237936772047,0.793465577596266,0.6605148130160272,0.625985900831328,884,1044,354,1360
or,n_both_conf70_t21350,27,n_fire_pixels_label,40.0,0.5657237936772047,0.793465577596266,0.6605148130160272,0.625985900831328,884,1044,354,1360
or,n_both_conf70_t21350,12,n_fire_pixels_label,49.0,0.5769063180827887,0.7724620770128354,0.6605138438513345,0.6344156858093223,957,971,390,1324
or,n_conf_ge_70,34,n_t21_ge_350,7.0,0.6178861788617886,0.7094515752625438,0.6605105920695274,0.6597050407433052,1176,752,498,1216
or,n_conf_ge_70,36,n_t21_ge_350,4.0,0.6205128205128205,0.705950991831972,0.6604803493449781,0.6610667822230399,1188,740,504,1210
single,n_fire_pixels_label,42,,,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,40,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,41,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,42,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,43,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,44,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,45,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,46,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,47,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,48,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,49,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf60_t21325,50,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,28,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,29,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,30,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,31,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,32,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,33,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,34,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,35,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,36,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,37,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,38,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,39,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,40,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,41,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,42,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,43,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,44,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,45,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,46,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,47,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,48,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,49,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
or,n_both_conf70_t21350,50,n_fire_pixels_label,42.0,0.5686604886267902,0.7876312718786465,0.6604696673189824,0.6282554699642195,904,1024,364,1350
and,n_conf_ge_60,42,n_t21_ge_325,24.0,0.6802721088435374,0.6417736289381564,0.6604623236265386,0.686810050983601,1411,517,614,1100
and,n_both_conf60_t21325,29,n_fire_pixels_label,44.0,0.7055702917771883,0.6207701283547258,0.6604593420235878,0.6952398359615952,1484,444,650,1064
or,n_both_conf60_t21325,38,n_fire_pixels_label,43.0,0.5701568461212378,0.7847141190198367,0.6604468450773385,0.6293902545306652,914,1014,369,1345
or,n_both_conf70_t21350,23,n_fire_pixels_label,43.0,0.5701568461212378,0.7847141190198367,0.6604468450773385,0.6293902545306652,914,1014,369,1345
or,n_both_conf70_t21350,24,n_fire_pixels_label,43.0,0.5701568461212378,0.7847141190198367,0.6604468450773385,0.6293902545306652,914,1014,369,1345
or,n_both_conf70_t21350,22,n_fire_pixels_label,44.0,0.5719777872703973,0.7812135355892649,0.6604192355117139,0.6307519960104001,926,1002,375,1339
single,n_conf_ge_60,36,,,0.5967969853980216,0.7392065344224037,0.6604117800364868,0.6476115659663886,1072,856,447,1267
and,n_both_conf60_t21325,26,n_fire_pixels_label,46.0,0.6895238095238095,0.6336056009334889,0.6603830951657038,0.689987447769649,1439,489,628,1086
or,n_both_conf70_t21350,19,n_fire_pixels_label,39.0,0.5637639290136195,0.7969661610268378,0.660381919265168,0.6243648232520081,871,1057,348,1366
or,n_both_conf70_t21350,20,n_fire_pixels_label,39.0,0.5637639290136195,0.7969661610268378,0.660381919265168,0.6243648232520081,871,1057,348,1366
or,n_both_conf70_t21350,21,n_fire_pixels_label,39.0,0.5637639290136195,0.7969661610268378,0.660381919265168,0.6243648232520081,871,1057,348,1366
or,n_both_conf70_t21350,22,n_fire_pixels_label,39.0,0.5637639290136195,0.7969661610268378,0.660381919265168,0.6243648232520081,871,1057,348,1366
and,n_conf_ge_60,35,n_t21_ge_325,33.0,0.7170198222829802,0.6120186697782963,0.6603714195782184,0.6986441896609323,1514,414,665,1049
or,n_both_conf60_t21325,30,n_fire_pixels_label,48.0,0.575704989154013,0.7742123687281214,0.6603632744463797,0.6334754789698698,950,978,387,1327
and,n_conf_ge_60,36,n_t21_ge_325,34.0,0.7201929703652653,0.6096849474912486,0.660347551342812,0.699552017314089,1522,406,669,1045
or,n_both_conf70_t21350,14,n_fire_pixels_label,49.0,0.5769733972961186,0.7718786464410735,0.6603443973047167,0.6343833066230264,958,970,391,1323
and,n_both_conf60_t21325,27,n_fire_pixels_label,45.0,0.6943371943371943,0.6295215869311552,0.6603427172582619,0.691576146162673,1453,475,635,1079
or,n_both_conf60_t21325,30,n_fire_pixels_label,49.0,0.5772925764192139,0.7712952158693116,0.6603396603396603,0.6346102635363156,960,968,392,1322
or,n_both_conf60_t21325,38,n_fire_pixels_label,41.0,0.5666527371500208,0.7911318553092183,0.660336011687363,0.6266343923848996,891,1037,358,1356
or,n_both_conf70_t21350,25,n_fire_pixels_label,41.0,0.5666527371500208,0.7911318553092183,0.660336011687363,0.6266343923848996,891,1037,358,1356
or,n_both_conf70_t21350,26,n_fire_pixels_label,41.0,0.5666527371500208,0.7911318553092183,0.660336011687363,0.6266343923848996,891,1037,358,1356
or,n_both_conf70_t21350,27,n_fire_pixels_label,41.0,0.5666527371500208,0.7911318553092183,0.660336011687363,0.6266343923848996,891,1037,358,1356
or,n_conf_ge_70,29,n_t21_ge_350,18.0,0.6175723717623159,0.7094515752625438,0.6603312516969861,0.6594457046437201,1175,753,498,1216
and,n_conf_ge_60,25,n_t21_ge_325,36.0,0.7258741258741259,0.6056009334889149,0.6603053435114504,0.701140715707113,1536,392,676,1038
and,n_conf_ge_60,26,n_t21_ge_325,36.0,0.7258741258741259,0.6056009334889149,0.6603053435114504,0.701140715707113,1536,392,676,1038
single,n_conf_ge_60,34,,,0.5924895688456189,0.7456242707117853,0.6602944975458538,0.6448557038206228,1049,879,436,1278
and,n_conf_ge_60,39,n_t21_ge_325,29.0,0.7007203667321545,0.6242707117852976,0.660290033940142,0.6936187583822753,1471,457,644,1070
or,n_conf_ge_70,30,n_t21_ge_350,19.0,0.6210796915167095,0.704784130688448,0.6602896966384258,0.6612613599500332,1191,737,506,1208
or,n_conf_ge_70,36,n_t21_ge_350,5.0,0.6210796915167095,0.704784130688448,0.6602896966384258,0.6612613599500332,1191,737,506,1208
or,n_conf_ge_60,35,n_t21_ge_325,45.0,0.5943043884220355,0.7427071178529755,0.6602697095435685,0.6459904883870686,1059,869,441,1273
or,n_conf_ge_60,35,n_t21_ge_325,46.0,0.5943043884220355,0.7427071178529755,0.6602697095435685,0.6459904883870686,1059,869,441,1273
or,n_conf_ge_60,35,n_t21_ge_325,47.0,0.5943043884220355,0.7427071178529755,0.6602697095435685,0.6459904883870686,1059,869,441,1273
or,n_conf_ge_60,35,n_t21_ge_325,48.0,0.5943043884220355,0.7427071178529755,0.6602697095435685,0.6459904883870686,1059,869,441,1273
or,n_conf_ge_60,35,n_t21_ge_325,49.0,0.5943043884220355,0.7427071178529755,0.6602697095435685,0.6459904883870686,1059,869,441,1273
or,n_both_conf70_t21350,19,n_fire_pixels_label,44.0,0.571733561058924,0.7812135355892649,0.6602564102564102,0.630492659910815,925,1003,375,1339
or,n_both_conf70_t21350,20,n_fire_pixels_label,44.0,0.571733561058924,0.7812135355892649,0.6602564102564102,0.630492659910815,925,1003,375,1339
or,n_both_conf70_t21350,21,n_fire_pixels_label,44.0,0.571733561058924,0.7812135355892649,0.6602564102564102,0.630492659910815,925,1003,375,1339
and,n_both_conf60_t21325,29,n_fire_pixels_label,43.0,0.7051027170311465,0.6207701283547258,0.6602544213465715,0.6949804998620102,1483,445,650,1064
or,n_both_conf60_t21325,38,n_fire_pixels_label,44.0,0.5720393330483112,0.780630105017503,0.6602516654330126,0.6307196168241042,927,1001,376,1338
or,n_both_conf70_t21350,23,n_fire_pixels_label,44.0,0.5720393330483112,0.780630105017503,0.6602516654330126,0.6307196168241042,927,1001,376,1338
or,n_both_conf70_t21350,24,n_fire_pixels_label,44.0,0.5720393330483112,0.780630105017503,0.6602516654330126,0.6307196168241042,927,1001,376,1338
or,n_conf_ge_70,38,n_t21_ge_350,4.0,0.6246746486205101,0.7001166861143524,0.6602475928473177,0.6630770152563463,1207,721,514,1200
or,n_both_conf70_t21350,17,n_fire_pixels_label,45.0,0.5726532361765967,0.779463243873979,0.6602421546824808,0.6311735306506825,931,997,378,1336
