rule_type,feature_1,threshold_1,feature_2,threshold_2,precision,recall,f1,balanced_accuracy,tn,fp,fn,tp
or,n_conf_ge_70,3,n_t21_ge_350,47.0,0.5501081470800289,0.8903150525087514,0.6800356506238859,0.621506073972218,680,1248,188,1526
or,n_conf_ge_70,3,n_t21_ge_350,48.0,0.5501081470800289,0.8903150525087514,0.6800356506238859,0.621506073972218,680,1248,188,1526
or,n_conf_ge_70,3,n_t21_ge_350,49.0,0.5501081470800289,0.8903150525087514,0.6800356506238859,0.621506073972218,680,1248,188,1526
or,n_conf_ge_70,3,n_t21_ge_350,50.0,0.5501081470800289,0.8903150525087514,0.6800356506238859,0.621506073972218,680,1248,188,1526
or,n_both_conf60_t21325,12,n_fire_pixels_label,36.0,0.5661622041133101,0.8512252042007001,0.6800279655092053,0.6356748427642505,810,1118,255,1459
single,n_conf_ge_70,2,,,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,2.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,3.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,4.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,5.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,6.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,7.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,8.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,9.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,10.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,11.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,12.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,13.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,14.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,15.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,16.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,17.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,18.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,19.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,20.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,21.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,22.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,23.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,24.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,25.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,26.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,27.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,28.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,29.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,30.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,31.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,32.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,33.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,34.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,35.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,36.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,37.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,38.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,39.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,40.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,41.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,42.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,43.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,44.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,45.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,46.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,47.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,48.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,49.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
or,n_conf_ge_70,2,n_t21_ge_350,50.0,0.5498739647101188,0.8908984830805134,0.6800267201068805,0.6212791170589289,678,1250,187,1527
and,n_conf_ge_60,31,n_t21_ge_325,19.0,0.6674157303370787,0.6931155192532089,0.680022896393818,0.6930307886722475,1336,592,526,1188
and,n_both_conf60_t21325,17,n_fire_pixels_label,41.0,0.6584699453551912,0.7030338389731622,0.6800225733634312,0.6894318572459173,1303,625,509,1205
or,n_conf_ge_60,17,n_t21_ge_325,18.0,0.5656213704994193,0.8523920653442241,0.680009308820107,0.6352209289376722,806,1122,253,1461
or,n_conf_ge_60,42,n_t21_ge_325,24.0,0.6124357176250584,0.764294049008168,0.6799896184791072,0.6671573979480674,1099,829,404,1310
and,n_conf_ge_60,26,n_t21_ge_325,1.0,0.6124357176250584,0.764294049008168,0.6799896184791072,0.6671573979480674,1099,829,404,1310
and,n_conf_ge_60,26,n_t21_ge_325,2.0,0.6124357176250584,0.764294049008168,0.6799896184791072,0.6671573979480674,1099,829,404,1310
and,n_both_conf60_t21325,8,n_fire_pixels_label,38.0,0.6189564384873145,0.7543757292882147,0.6799894819879043,0.6707563293743979,1132,796,421,1293
or,n_conf_ge_60,11,n_t21_ge_325,10.0,0.5487106017191977,0.8938156359393232,0.6799822458943631,0.6201443324924831,668,1260,182,1532
or,n_both_conf60_t21325,13,n_fire_pixels_label,23.0,0.5525164113785558,0.8838973162193698,0.6799820466786356,0.6237432639188135,701,1227,199,1515
and,n_both_conf60_t21325,6,n_fire_pixels_label,38.0,0.6120448179271709,0.76487747957993,0.6799792531120332,0.6669304410347783,1097,831,403,1311
or,n_conf_ge_60,16,n_t21_ge_325,20.0,0.5642802155504234,0.8553092182030338,0.6799628942486086,0.6340861443712265,796,1132,248,1466
or,n_conf_ge_60,16,n_t21_ge_325,21.0,0.5642802155504234,0.8553092182030338,0.6799628942486086,0.6340861443712265,796,1132,248,1466
or,n_conf_ge_60,8,n_t21_ge_325,7.0,0.5408479834539814,0.9154025670945157,0.6799566630552546,0.612265598899955,596,1332,145,1569
or,n_conf_ge_70,22,n_t21_ge_350,1.0,0.6047251249432076,0.7765460910151692,0.679948914431673,0.6626506388685804,1058,870,383,1331
or,n_conf_ge_60,21,n_t21_ge_325,17.0,0.5726837060702875,0.8366394399066511,0.6799431009957326,0.640830093397309,858,1070,280,1434
or,n_conf_ge_60,18,n_t21_ge_325,18.0,0.5678529526789207,0.8471411901983664,0.6799344415827675,0.6370042050576894,823,1105,262,1452
or,n_conf_ge_70,20,n_t21_ge_350,1.0,0.5981391227292867,0.7876312718786465,0.6799294887937547,0.6585977936156717,1021,907,364,1350
and,n_both_conf60_t21325,4,n_fire_pixels_label,38.0,0.6101066295781178,0.7677946324387398,0.6799276672694394,0.6657956564683325,1087,841,398,1316
or,n_both_conf60_t21325,6,n_fire_pixels_label,15.0,0.539993134225884,0.9177362893815636,0.6799221958072185,0.6113577712467984,588,1340,141,1573
or,n_conf_ge_60,15,n_t21_ge_325,19.0,0.5629544584768466,0.8582263710618436,0.6799168014790848,0.6329513598047807,786,1142,243,1471
or,n_both_conf60_t21325,11,n_fire_pixels_label,40.0,0.5673039406944986,0.8483080513418904,0.6799158288519991,0.6365502912311112,819,1109,260,1454
or,n_both_conf60_t21325,5,n_fire_pixels_label,15.0,0.5397805212620027,0.9183197199533255,0.6799136069114471,0.6111308143335092,586,1342,140,1574
or,n_both_conf60_t21325,11,n_fire_pixels_label,26.0,0.5544918998527246,0.8786464410735122,0.6799097065462754,0.6255265400388308,718,1210,208,1506
or,n_conf_ge_70,4,n_t21_ge_350,1.0,0.5503791982665223,0.8891481913652275,0.6799018514387687,0.6217006516992113,683,1245,190,1524
or,n_both_conf60_t21325,12,n_fire_pixels_label,37.0,0.5667574931880109,0.8494749124854143,0.6798972682699043,0.6360963774045328,815,1113,258,1456
or,n_both_conf60_t21325,14,n_fire_pixels_label,28.0,0.5580089820359282,0.8698949824970829,0.679890560875513,0.628671557638583,747,1181,223,1491
or,n_conf_ge_70,19,n_t21_ge_350,5.0,0.5967386513882768,0.7899649941656943,0.6798895305046447,0.6576899659625153,1013,915,360,1354
or,n_conf_ge_60,25,n_t21_ge_325,18.0,0.5805119735755574,0.8203033838973163,0.6798839458413927,0.6466662147702349,912,1016,308,1406
and,n_conf_ge_60,29,n_t21_ge_325,9.0,0.6285289747399703,0.7403733955659276,0.679882132333244,0.6756846230941671,1178,750,445,1269
or,n_both_conf60_t21325,11,n_fire_pixels_label,34.0,0.5619047619047619,0.8605600933488915,0.6798801567181378,0.6320435321516242,778,1150,239,1475
and,n_conf_ge_60,15,n_t21_ge_325,28.0,0.7004950495049505,0.6604434072345391,0.6798798798798799,0.7047030314180994,1444,484,582,1132
and,n_conf_ge_60,16,n_t21_ge_325,28.0,0.7004950495049505,0.6604434072345391,0.6798798798798799,0.7047030314180994,1444,484,582,1132
and,n_conf_ge_60,17,n_t21_ge_325,28.0,0.7004950495049505,0.6604434072345391,0.6798798798798799,0.7047030314180994,1444,484,582,1132
and,n_conf_ge_60,18,n_t21_ge_325,28.0,0.7004950495049505,0.6604434072345391,0.6798798798798799,0.7047030314180994,1444,484,582,1132
and,n_conf_ge_60,19,n_t21_ge_325,28.0,0.7004950495049505,0.6604434072345391,0.6798798798798799,0.7047030314180994,1444,484,582,1132
or,n_both_conf60_t21325,13,n_fire_pixels_label,41.0,0.5706930693069306,0.8407234539089848,0.6798773295588583,0.639241395004285,844,1084,273,1441
or,n_both_conf60_t21325,14,n_fire_pixels_label,31.0,0.5616438356164384,0.8611435239206534,0.6798710271764163,0.631816575238335,776,1152,238,1476
and,n_conf_ge_60,31,n_t21_ge_325,17.0,0.6597145993413831,0.7012835472578763,0.6798642533936652,0.6898533918861995,1308,620,512,1202
or,n_both_conf60_t21325,11,n_fire_pixels_label,29.0,0.5570044709388972,0.8722287047841307,0.6798544793087767,0.6277637299854264,739,1189,219,1495
or,n_conf_ge_70,17,n_t21_ge_350,7.0,0.5895458440445587,0.8028004667444574,0.6798418972332015,0.652956249969739,970,958,338,1376
single,n_conf_ge_80,9,,,0.6007162041181737,0.7829638273045507,0.6798378926038501,0.6601541128223998,1036,892,372,1342
or,n_conf_ge_60,38,n_t21_ge_325,24.0,0.6066849816849816,0.7730455075845974,0.6798358132375577,0.6637530442487303,1069,859,389,1325
or,n_both_conf60_t21325,14,n_fire_pixels_label,30.0,0.5606060606060606,0.8634772462077013,0.6798346348185577,0.6309087475851785,768,1160,234,1480
or,n_conf_ge_70,16,n_t21_ge_350,10.0,0.5892169448010269,0.8033838973162194,0.6798321402122932,0.6527292930564499,968,960,337,1377
or,n_both_conf60_t21325,13,n_fire_pixels_label,26.0,0.5560089020771514,0.8745624270711785,0.6798185941043083,0.6268559023322697,731,1197,215,1499
and,n_both_conf60_t21325,19,n_fire_pixels_label,41.0,0.6664798206278026,0.6936989498249708,0.6798170383076043,0.6925444956593734,1333,595,525,1189
or,n_both_conf60_t21325,7,n_fire_pixels_label,19.0,0.544179523141655,0.9054842473745625,0.6798072711344721,0.6156051942267003,628,1300,162,1552
or,n_conf_ge_60,29,n_t21_ge_325,20.0,0.587909748829289,0.8057176196032673,0.6797932562146197,0.6518214654032934,960,968,333,1381
or,n_both_conf60_t21325,11,n_fire_pixels_label,27.0,0.5550221565731167,0.8768961493582264,0.6797829036635007,0.6259480746791132,723,1205,211,1503
or,n_both_conf60_t21325,14,n_fire_pixels_label,25.0,0.5550221565731167,0.8768961493582264,0.6797829036635007,0.6259480746791132,723,1205,211,1503
or,n_both_conf60_t21325,11,n_fire_pixels_label,35.0,0.5632668711656442,0.8570595099183197,0.6797778806108283,0.633145937531774,789,1139,245,1469
or,n_both_conf60_t21325,11,n_fire_pixels_label,23.0,0.5508873596522998,0.8873978996499416,0.6797765363128492,0.6221221863394937,688,1240,193,1521
or,n_both_conf60_t21325,13,n_fire_pixels_label,29.0,0.5588124765125893,0.867561260210035,0.6797714285714286,0.6293200491921545,754,1174,227,1487
or,n_conf_ge_60,26,n_t21_ge_325,18.0,0.5818106312292359,0.8173862310385064,0.6797671033478894,0.6475416632370955,921,1007,313,1401
or,n_conf_ge_60,12,n_t21_ge_325,12.0,0.5545320560058954,0.8780630105017503,0.6797651309846432,0.6254941608525348,719,1209,209,1505
or,n_conf_ge_60,12,n_t21_ge_325,13.0,0.5545320560058954,0.8780630105017503,0.6797651309846432,0.6254941608525348,719,1209,209,1505
or,n_both_conf60_t21325,16,n_fire_pixels_label,48.0,0.5815014516798009,0.8179696616102684,0.6797575757575758,0.6473147063238064,919,1009,312,1402
and,n_both_conf60_t21325,3,n_fire_pixels_label,38.0,0.6098239110287303,0.7677946324387398,0.6797520661157025,0.6655363203687474,1086,842,398,1316
or,n_conf_ge_60,40,n_t21_ge_325,24.0,0.6094400740397964,0.7683780630105017,0.679741935483871,0.6653093634554583,1084,844,397,1317
or,n_conf_ge_60,22,n_t21_ge_325,18.0,0.5757085020242915,0.8296382730455076,0.6797323135755258,0.6430349041576086,880,1048,292,1422
and,n_conf_ge_60,26,n_t21_ge_325,7.0,0.6154210028382214,0.7590431738623103,0.6797283176593522,0.6686813379684996,1115,813,413,1301
or,n_conf_ge_60,17,n_t21_ge_325,19.0,0.5657231485071733,0.8512252042007001,0.679711157698579,0.6351561705650803,808,1120,255,1459
and,n_both_conf60_t21325,23,n_fire_pixels_label,29.0,0.6803039158386909,0.6791131855309218,0.6797080291970803,0.6976997462924319,1381,547,550,1164
or,n_both_conf60_t21325,14,n_fire_pixels_label,23.0,0.5525931336742148,0.882730455075846,0.6796945193171609,0.6236785055462217,703,1225,201,1513
or,n_both_conf60_t21325,13,n_fire_pixels_label,27.0,0.5565476190476191,0.8728121353558926,0.6796910495229441,0.6272774369725521,736,1192,218,1496
or,n_both_conf60_t21325,16,n_fire_pixels_label,45.0,0.5790554414784395,0.822637106184364,0.6796818510484454,0.6454990510174932,903,1025,304,1410
or,n_conf_ge_70,21,n_t21_ge_350,1.0,0.6008064516129032,0.7823803967327888,0.6796756208819057,0.6601217336361039,1037,891,373,1341
and,n_both_conf60_t21325,17,n_fire_pixels_label,42.0,0.6588170865279299,0.7018669778296382,0.6796610169491526,0.6893670988733254,1305,623,511,1203
and,n_both_conf60_t21325,22,n_fire_pixels_label,34.0,0.6772885283893395,0.6820303383897316,0.6796511627906977,0.6965649617259861,1371,557,545,1169
or,n_conf_ge_70,22,n_t21_ge_350,6.0,0.6056595162026472,0.7742123687281214,0.6796414852752881,0.663039794322567,1064,864,387,1327
and,n_both_conf60_t21325,22,n_fire_pixels_label,33.0,0.6766917293233082,0.6826137689614936,0.6796398489689225,0.696338004812697,1369,559,544,1170
or,n_both_conf60_t21325,9,n_fire_pixels_label,21.0,0.5471698113207547,0.896732788798133,0.6796374087994694,0.6184908757268673,656,1272,177,1537
or,n_conf_ge_60,18,n_t21_ge_325,19.0,0.5679592636114376,0.8459743290548425,0.6796344035622217,0.6369394466850976,825,1103,264,1450
or,n_conf_ge_60,14,n_t21_ge_325,22.0,0.5591114457831325,0.8663943990665111,0.6796338672768879,0.6295146269191476,757,1171,229,1485
or,n_both_conf60_t21325,8,n_fire_pixels_label,21.0,0.5469416785206259,0.897316219369895,0.6796288113124171,0.6182639188135782,654,1274,176,1538
and,n_both_conf60_t21325,16,n_fire_pixels_label,43.0,0.6572207084468665,0.7036172695449242,0.6796280642434489,0.688686228133458,1299,629,508,1206
and,n_both_conf60_t21325,12,n_fire_pixels_label,42.0,0.6403508771929824,0.7240373395565928,0.6796276013143483,0.6812614083675079,1231,697,473,1241
and,n_both_conf60_t21325,10,n_fire_pixels_label,40.0,0.6251837334639883,0.7444574095682613,0.6796271637816245,0.673836588601558,1163,765,438,1276
or,n_both_conf60_t21325,9,n_fire_pixels_label,17.0,0.5431064572425829,0.9078179696616102,0.6796243721336537,0.6144380304739586,619,1309,158,1556
or,n_both_conf60_t21325,8,n_fire_pixels_label,17.0,0.5428870292887029,0.9084014002333722,0.6796158882584025,0.6142110735606695,617,1311,157,1557
or,n_conf_ge_70,22,n_t21_ge_350,2.0,0.6045454545454545,0.7759626604434072,0.6796116504854369,0.6623589235826994,1058,870,384,1330
or,n_conf_ge_70,22,n_t21_ge_350,3.0,0.6045454545454545,0.7759626604434072,0.6796116504854369,0.6623589235826994,1058,870,384,1330
or,n_conf_ge_60,15,n_t21_ge_325,20.0,0.5627871362940275,0.8576429404900817,0.6796116504854369,0.6326596445188998,786,1142,244,1470
or,n_conf_ge_60,15,n_t21_ge_325,21.0,0.5627871362940275,0.8576429404900817,0.6796116504854369,0.6326596445188998,786,1142,244,1470
or,n_conf_ge_70,4,n_t21_ge_350,2.0,0.5502167630057804,0.8885647607934656,0.6796073181615351,0.6214089364133303,683,1245,191,1523
or,n_conf_ge_70,4,n_t21_ge_350,3.0,0.5502167630057804,0.8885647607934656,0.6796073181615351,0.6214089364133303,683,1245,191,1523
or,n_conf_ge_70,20,n_t21_ge_350,2.0,0.5979609929078015,0.7870478413068844,0.6795969773299748,0.6583060783297907,1021,907,365,1349
or,n_conf_ge_70,20,n_t21_ge_350,3.0,0.5979609929078015,0.7870478413068844,0.6795969773299748,0.6583060783297907,1021,907,365,1349
and,n_both_conf60_t21325,18,n_fire_pixels_label,43.0,0.6644370122630993,0.6954492415402567,0.6795895096921323,0.6916042888199209,1326,602,522,1192
single,n_conf_ge_80,8,,,0.5976095617529881,0.7876312718786465,0.6795872136924238,0.6580791214165016,1019,909,364,1350
or,n_conf_ge_70,7,n_t21_ge_350,1.0,0.55359765051395,0.8798133022170361,0.679585398828301,0.6245539540130824,712,1216,206,1508
or,n_both_conf60_t21325,5,n_fire_pixels_label,14.0,0.5383566314353904,0.9212368728121354,0.6795782225091457,0.6094773575678935,574,1354,135,1579
and,n_both_conf60_t21325,1,n_fire_pixels_label,38.0,0.6095414543770264,0.7677946324387398,0.6795765556416214,0.6652769842691624,1085,843,398,1316
and,n_both_conf60_t21325,2,n_fire_pixels_label,38.0,0.6095414543770264,0.7677946324387398,0.6795765556416214,0.6652769842691624,1085,843,398,1316
and,n_conf_ge_60,31,n_t21_ge_325,21.0,0.6731539782484258,0.6861143523920653,0.6795723779254551,0.6949762633329621,1357,571,538,1176
and,n_conf_ge_60,23,n_t21_ge_325,27.0,0.6940389294403893,0.6656942823803967,0.6795711733174509,0.702401083098912,1425,503,573,1141
and,n_conf_ge_60,24,n_t21_ge_325,27.0,0.6940389294403893,0.6656942823803967,0.6795711733174509,0.702401083098912,1425,503,573,1141
or,n_both_conf60_t21325,14,n_fire_pixels_label,40.0,0.5705229793977813,0.8401400233372228,0.6795658329400661,0.638949679718404,844,1084,274,1440
and,n_both_conf60_t21325,21,n_fire_pixels_label,38.0,0.6725714285714286,0.6866977829638273,0.6795612009237876,0.694749306419673,1355,573,537,1177
or,n_both_conf60_t21325,13,n_fire_pixels_label,40.0,0.5699604743083004,0.8413068844807468,0.6795475966069745,0.6384957658918257,840,1088,272,1442
or,n_both_conf60_t21325,15,n_fire_pixels_label,47.0,0.5794238683127572,0.8214702450408401,0.6795366795366795,0.6456936287444864,906,1022,306,1408
and,n_both_conf60_t21325,15,n_fire_pixels_label,43.0,0.6525241675617616,0.7088681446907817,0.6795302013422819,0.6866436159138556,1281,647,499,1215
or,n_both_conf60_t21325,14,n_fire_pixels_label,26.0,0.5560921248142645,0.8733955659276547,0.6795279164775306,0.6267911439596779,733,1195,217,1497
and,n_conf_ge_60,30,n_t21_ge_325,11.0,0.635670731707317,0.7298716452742123,0.6795219989136339,0.6789918392346166,1211,717,463,1251
or,n_both_conf60_t21325,11,n_fire_pixels_label,36.0,0.5638953040800616,0.8547257876312718,0.6794990723562152,0.6335350929857604,795,1133,249,1465
or,n_both_conf60_t21325,12,n_fire_pixels_label,39.0,0.5680125441003528,0.8453908984830805,0.6794841735052755,0.6369070674988017,826,1102,265,1449
or,n_both_conf60_t21325,14,n_fire_pixels_label,29.0,0.5589010161836658,0.8663943990665111,0.6794783802333562,0.6292552908195626,756,1172,229,1485
or,n_both_conf60_t21325,4,n_fire_pixels_label,15.0,0.539225762247345,0.9183197199533255,0.6794733434060004,0.6103528060347541,583,1345,140,1574
and,n_conf_ge_60,30,n_t21_ge_325,22.0,0.6774941995359629,0.6814469078179697,0.6794648051192553,0.6965325825396902,1372,556,546,1168
or,n_both_conf60_t21325,12,n_fire_pixels_label,38.0,0.5671875,0.8471411901983664,0.6794571829667758,0.6362261967589342,820,1108,262,1452
or,n_conf_ge_70,22,n_t21_ge_350,4.0,0.6046405823475887,0.7753792298716453,0.6794478527607362,0.6623265443964036,1059,869,385,1329
or,n_both_conf60_t21325,6,n_fire_pixels_label,14.0,0.5383828045035824,0.9206534422403734,0.6794402583423036,0.6094449783815975,575,1353,136,1578
or,n_both_conf60_t21325,14,n_fire_pixels_label,35.0,0.5660964230171073,0.8494749124854143,0.6794213719085395,0.6353183691057777,812,1116,258,1456
or,n_conf_ge_60,13,n_t21_ge_325,19.0,0.5571321882001493,0.8704784130688448,0.6794171220400729,0.6276665924265385,742,1186,222,1492
or,n_conf_ge_60,13,n_t21_ge_325,18.0,0.556881760537113,0.8710618436406068,0.6794084186575654,0.6274396355132494,740,1188,221,1493
or,n_conf_ge_60,33,n_t21_ge_325,22.0,0.5969951391957579,0.7882147024504084,0.6794065878803118,0.6575928284036274,1016,912,363,1351
and,n_both_conf60_t21325,9,n_fire_pixels_label,40.0,0.6231742940603701,0.7467911318553092,0.6794055201698513,0.6726694248488164,1154,774,434,1280
or,n_conf_ge_60,17,n_t21_ge_325,20.0,0.5655546935608999,0.8506417736289381,0.679403541472507,0.6348644552791993,808,1120,256,1458
or,n_conf_ge_60,17,n_t21_ge_325,21.0,0.5655546935608999,0.8506417736289381,0.679403541472507,0.6348644552791993,808,1120,256,1458
or,n_both_conf60_t21325,13,n_fire_pixels_label,35.0,0.5655546935608999,0.8506417736289381,0.679403541472507,0.6348644552791993,808,1120,256,1458
or,n_both_conf60_t21325,14,n_fire_pixels_label,27.0,0.5566318926974665,0.8716452742123687,0.679399727148704,0.6272126785999603,738,1190,220,1494
or,n_both_conf60_t21325,10,n_fire_pixels_label,22.0,0.547925608011445,0.8938156359393232,0.6793791574279379,0.6191069880941429,664,1264,182,1532
or,n_both_conf60_t21325,9,n_fire_pixels_label,18.0,0.5438288920056101,0.9049008168028004,0.6793692509855453,0.6150541428412343,627,1301,163,1551
or,n_both_conf60_t21325,11,n_fire_pixels_label,37.0,0.5644787644787644,0.852975495915986,0.679368029739777,0.6339566276260428,800,1128,252,1462
or,n_both_conf60_t21325,14,n_fire_pixels_label,34.0,0.5644787644787644,0.852975495915986,0.679368029739777,0.6339566276260428,800,1128,252,1462
or,n_both_conf60_t21325,8,n_fire_pixels_label,18.0,0.5436077057793345,0.9054842473745625,0.6793609104836945,0.6148271859279452,625,1303,162,1552
or,n_both_conf60_t21325,7,n_fire_pixels_label,15.0,0.5398899587345255,0.9159859976662778,0.6793595845954132,0.6110012975883257,590,1338,144,1570
or,n_conf_ge_60,50,n_t21_ge_325,27.0,0.6284722222222222,0.7392065344224037,0.6793565683646112,0.6753605286219903,1179,749,447,1267
or,n_both_conf60_t21325,15,n_fire_pixels_label,46.0,0.5785802215839146,0.822637106184364,0.6793543724403758,0.644980378818323,901,1027,304,1410
or,n_both_conf60_t21325,13,n_fire_pixels_label,34.0,0.5639445300462249,0.8541423570595099,0.6793503480278422,0.6335027137994644,796,1132,250,1464
or,n_conf_ge_70,21,n_t21_ge_350,2.0,0.6006275212909009,0.7817969661610268,0.679340937896071,0.6598300183502229,1037,891,374,1340
